2021-04-15 20:10:34 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 20:48:14 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 20:55:31 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 20:56:31 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 23:40:03 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 23:41:30 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 23:45:09 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 23:45:46 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 23:49:02 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 23:50:17 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-15 23:53:18 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 00:28:29 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 00:36:04 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 00:37:17 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 00:38:17 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 00:41:47 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 00:44:33 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 00:44:54 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 00:52:23 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 01:56:37 INFO  : BasePage.TestBase :69 - Initializing all elements
2021-04-16 02:06:04 INFO  : BasePage.TestBase :69 - Initializing all elements
2021-04-16 02:07:38 INFO  : BasePage.TestBase :69 - Initializing all elements
2021-04-16 02:09:05 INFO  : BasePage.TestBase :69 - Initializing all elements
2021-04-16 02:09:21 INFO  : BasePage.TestBase :69 - Initializing all elements
2021-04-16 02:15:18 INFO  : BasePage.TestBase :69 - Initializing all elements
2021-04-16 02:19:53 INFO  : BasePage.TestBase :69 - Initializing all elements
2021-04-16 02:23:49 INFO  : BasePage.TestBase :69 - Initializing all elements
2021-04-16 02:49:27 INFO  : BasePage.TestBase :70 - Initializing all elements
2021-04-16 02:53:50 INFO  : BasePage.TestBase :70 - Initializing all elements
2021-04-16 02:57:30 INFO  : BasePage.TestBase :70 - Initializing all elements
2021-04-16 03:00:12 INFO  : BasePage.TestBase :70 - Initializing all elements
2021-04-16 03:04:32 INFO  : BasePage.TestBase :70 - Initializing all elements
2021-04-16 03:10:37 INFO  : BasePage.TestBase :70 - Initializing all elements
2021-04-16 03:19:09 INFO  : BasePage.TestBase :70 - Initializing all elements
2021-04-16 03:26:18 INFO  : BasePage.TestBase :70 - Initializing all elements
2021-04-16 03:27:40 INFO  : BasePage.TestBase :72 - Initializing all elements
2021-04-16 03:29:52 INFO  : BasePage.TestBase :72 - Initializing all elements
2021-04-16 03:32:17 INFO  : BasePage.TestBase :72 - Initializing all elements
2021-04-16 03:38:16 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 03:42:30 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 03:47:20 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 03:49:32 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 03:51:18 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 03:51:48 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 03:52:57 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 03:57:01 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 04:00:00 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 04:03:09 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 04:04:44 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-16 04:06:47 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:21:44 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:23:46 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:35:11 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:38:02 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:39:19 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:44:49 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:45:11 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:48:20 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:51:31 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:53:12 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 20:55:54 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 21:00:32 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 21:01:28 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 21:03:01 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 21:04:36 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 21:07:25 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 21:08:19 INFO  : BasePage.TestBase :73 - Initializing all elements
2021-04-19 21:13:57 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:16:23 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:17:57 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:22:08 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:24:27 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:26:31 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:30:08 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:34:28 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:36:41 INFO  : BasePage.TestBase :74 - Initializing all elements
2021-04-19 21:39:35 INFO  : BasePage.TestBase :74 - Initializing all elements
